Date,Pattern,Timeframe,Entry,Stop,Target,R:R,Volume_Spike,RSI,EMA_Aligned,VWAP_Bullish,Valid
2023-11-19 18:00:00+00:00,Revival,1h,36855.96484375,36065.1779296875,38832.93212890624,2.5,True,68.3252334667429,False,True,True
2023-11-19 19:00:00+00:00,Revival,1h,36983.99609375,36167.8440234375,39024.37626953125,2.5,True,74.04790625538514,False,True,True
2023-11-20 15:00:00+00:00,Revival,1h,37484.1640625,36513.7059375,39910.309375,2.5000000000000036,True,56.58437216178506,False,True,True
2023-11-21 16:00:00+00:00,Revival,1h,37185.70703125,35928.902109375,40327.71933593751,2.500000000000003,True,42.60452619613517,False,True,False
2023-11-22 18:00:00+00:00,Revival,1h,37202.46875,35892.7323046875,40476.80986328125,2.5000000000000027,True,68.81463740843844,False,True,True
2023-11-22 19:00:00+00:00,Revival,1h,37292.49609375,36033.331640625,40440.4072265625,2.500000000000003,True,73.41638805429582,False,True,True
2023-11-22 21:00:00+00:00,Revival,1h,37626.7734375,36211.8680859375,41164.036816406246,2.5,True,77.6533480461964,False,True,False
2023-11-24 10:00:00+00:00,Revival,1h,37596.34765625,36996.2187890625,39096.669824218756,2.500000000000006,True,67.36912856012839,False,True,True
2023-11-24 11:00:00+00:00,Revival,1h,37748.61328125,37059.946171875,39470.2810546875,2.5000000000000053,True,75.70577623195943,False,True,True
2023-11-24 15:00:00+00:00,Revival,1h,38203.79296875,37261.6006640625,40559.273730468754,2.5,True,81.49173874051893,False,True,True
2023-11-26 05:00:00+00:00,Revival,1h,37779.125,37311.4177734375,38948.39306640626,2.5,True,57.33302828477977,False,True,True
2023-11-26 06:00:00+00:00,Revival,1h,37790.37109375,37338.6737109375,38919.61455078125,2.500000000000008,True,53.83550466201535,False,True,True
2023-11-26 20:00:00+00:00,Revival,1h,37569.02734375,36791.1225,39513.789453125006,2.5,True,40.86547761829225,True,True,False
2023-11-27 08:00:00+00:00,Revival,1h,37345.12109375,36753.1041796875,38825.16337890625,2.499999999999994,True,56.00527819199042,False,True,False
2023-11-28 16:00:00+00:00,Revival,1h,37855.88671875,36779.033671875,40548.01933593751,2.5000000000000036,True,69.85815685065077,False,True,True
2023-11-28 17:00:00+00:00,Revival,1h,38190.015625,36961.65,41260.9296875,2.500000000000003,True,76.90920442525034,False,True,True
2023-11-28 20:00:00+00:00,Revival,1h,38281.2109375,37431.0762890625,40406.54755859375,2.4999999999999956,True,79.09955629397197,False,True,False
2023-12-01 02:00:00+00:00,Revival,1h,37999.5234375,37248.1428515625,39877.97490234375,2.5,True,56.583170448748916,False,True,True
2023-12-01 03:00:00+00:00,Revival,1h,38049.0703125,37253.06578125,40039.081640625,2.5,True,72.37819074186714,False,True,True
2023-12-01 04:00:00+00:00,Revival,1h,38203.3046875,37282.417734375,40505.52207031251,2.500000000000004,True,81.24553759405379,False,True,False
2023-12-01 07:00:00+00:00,Revival,1h,38267.19140625,37658.2116796875,39789.64072265626,2.5000000000000058,True,83.37235957930363,False,True,True
2023-12-01 09:00:00+00:00,Revival,1h,38697.66015625,37704.7184765625,41180.01435546875,2.5,True,89.02810733958951,False,True,True
2023-12-01 16:00:00+00:00,Revival,1h,38841.15625,37866.8464453125,41276.93076171876,2.5000000000000036,True,74.6802963587462,False,True,True
2023-12-02 18:00:00+00:00,Revival,1h,38888.234375,38341.640390625,40254.71933593751,2.5000000000000067,True,57.37584234667875,False,True,True
2023-12-02 19:00:00+00:00,Revival,1h,39402.23046875,38341.640390625,42053.70566406251,2.5000000000000036,True,80.40497617787189,False,True,True
2023-12-02 20:00:00+00:00,Revival,1h,39504.9765625,38366.916328125,42350.1271484375,2.500000000000003,True,82.01446589339386,False,True,True
2023-12-02 21:00:00+00:00,Revival,1h,39593.265625,38415.6312890625,42537.351464843756,2.5,True,87.28516428316173,False,True,False
2023-12-03 22:00:00+00:00,Revival,1h,40060.2734375,39092.6288671875,42479.384863281244,2.4999999999999964,True,68.64088799101114,False,True,True
2023-12-04 01:00:00+00:00,Revival,1h,40599.46484375,39316.50421875,43806.86640625,2.5000000000000027,True,74.7283232171537,False,True,True
2023-12-04 02:00:00+00:00,Revival,1h,40679.609375,39415.7671875,43839.21484375,2.5000000000000027,True,78.3344318401177,False,True,False
2023-12-04 04:00:00+00:00,Revival,1h,40876.2421875,39772.1323828125,43636.516699218744,2.5,True,83.02425416138838,False,True,True
2023-12-04 05:00:00+00:00,Revival,1h,41452.34765625,40071.522304687496,44904.411035156256,2.4999999999999973,True,85.69212989100474,False,True,True
2023-12-05 16:00:00+00:00,Revival,1h,42726.59765625,41405.3384765625,46029.74560546875,2.5000000000000027,True,74.68076974526554,False,True,True
2023-12-05 17:00:00+00:00,Revival,1h,43393.953125,41406.13125,48363.5078125,2.4999999999999982,True,80.2471546945676,False,True,True
2023-12-05 18:00:00+00:00,Revival,1h,43716.89453125,41695.1687109375,48771.20908203126,2.5000000000000018,True,83.69104612796791,False,True,False
2023-12-06 10:00:00+00:00,Revival,1h,44053.2734375,43075.2905859375,46498.230566406244,2.5,True,59.43581665086712,False,True,True
2023-12-07 15:00:00+00:00,Revival,1h,43659.19140625,42576.520078125,46365.869726562494,2.5,True,41.27785398421088,True,True,False
2023-12-08 20:00:00+00:00,Revival,1h,44416.20703125,43235.7711328125,47367.29677734375,2.5,True,71.98357647205201,False,True,True
2023-12-08 21:00:00+00:00,Revival,1h,44454.1953125,43309.151015625,47316.8060546875,2.5,True,77.89918690168115,False,True,False
2023-12-11 07:00:00+00:00,Revival,1h,42137.5390625,41374.6639453125,44044.72685546875,2.500000000000005,True,21.519834324199337,False,True,False
2023-12-12 23:00:00+00:00,Revival,1h,41471.7109375,40621.347421875,43597.61972656251,2.5000000000000044,True,44.070264970990785,True,True,True
2023-12-13 19:00:00+00:00,Revival,1h,42722.14453125,41317.920703125,46232.70410156251,2.5,True,81.8905727116675,False,True,True
2023-12-13 20:00:00+00:00,Revival,1h,42868.23046875,41405.473828125,46525.12207031249,2.5,True,87.44543191292264,False,True,True
2023-12-13 21:00:00+00:00,Revival,1h,42950.515625,41563.0153125,46419.26640625,2.4999999999999973,True,86.55329954747202,False,True,True
2023-12-13 22:00:00+00:00,Revival,1h,42998.41796875,41687.3879296875,46275.99306640624,2.4999999999999973,True,86.14396145606858,False,True,False
2023-12-14 11:00:00+00:00,Revival,1h,43227.84375,42300.279140624996,45546.755273437506,2.499999999999996,True,62.34704454229883,False,True,True
2023-12-14 17:00:00+00:00,Revival,1h,43263.8984375,41878.415390625,46727.6060546875,2.5,True,61.19999159760274,False,True,False
2023-12-16 12:00:00+00:00,Revival,1h,42394.67578125,41729.2386328125,44058.26865234375,2.5,True,62.36831831067203,True,True,True
2023-12-17 17:00:00+00:00,Revival,1h,42015.421875,41167.7926171875,44134.49501953125,2.5,True,55.13868544157255,True,True,False
2023-12-17 18:00:00+00:00,Revival,1h,42132.30859375,41167.7926171875,44543.59853515625,2.5,True,55.452081412744064,True,True,False
2023-12-18 20:00:00+00:00,Revival,1h,41962.0546875,40939.9688671875,44517.26923828125,2.4999999999999964,True,64.88296531083566,False,True,True
2023-12-18 21:00:00+00:00,Revival,1h,42601.15625,40939.9688671875,46754.12470703125,2.499999999999998,True,73.7230873615089,False,True,False
2023-12-19 19:00:00+00:00,Revival,1h,42290.08203125,41408.072578125,44495.1056640625,2.500000000000004,True,36.3799151514558,False,True,False
2023-12-20 13:00:00+00:00,Revival,1h,43744.39453125,42278.32125,47409.577734374994,2.4999999999999973,True,83.4132339755154,False,True,True
2023-12-20 14:00:00+00:00,Revival,1h,43910.51171875,42326.003671875,47871.78183593751,2.500000000000002,True,83.7268883191712,False,True,True
2023-12-20 15:00:00+00:00,Revival,1h,44018.71484375,42336.87046875,48223.32578125,2.5,True,87.2714151542775,False,True,False
2023-12-22 09:00:00+00:00,Revival,1h,43761.7734375,43049.693671875,45541.9728515625,2.5000000000000053,True,55.23745184319597,False,True,False
2023-12-22 18:00:00+00:00,Revival,1h,43989.40234375,43063.948125,46303.037890625,2.500000000000004,True,45.543319252088324,True,True,False
2023-12-23 22:00:00+00:00,Revival,1h,43796.33984375,43232.43375,45206.10507812501,2.5,True,61.540695954341786,False,True,True
2023-12-24 07:00:00+00:00,Revival,1h,43670.109375,43042.8526171875,45238.251269531254,2.5,True,45.21173298737103,False,True,False
2023-12-25 12:00:00+00:00,Revival,1h,43693.99609375,42648.0127734375,46308.954394531254,2.5,True,76.08447905324542,True,True,True
2023-12-27 14:00:00+00:00,Revival,1h,42978.078125,42354.2109375,44537.74609375,2.5,True,68.7326594011613,False,True,False
2023-12-28 00:00:00+00:00,Revival,1h,43567.33203125,42857.7226171875,45341.355566406244,2.4999999999999947,True,62.81459387139238,False,True,False
2023-12-29 03:00:00+00:00,Revival,1h,42729.58203125,41794.520625,45067.235546875,2.499999999999996,True,46.780982894722975,True,True,False
2023-12-29 10:00:00+00:00,Revival,1h,42761.59375,41850.339609375,45039.72910156251,2.500000000000004,True,55.90372601898,True,True,False
